label,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0,0.5464543104171753,0.5982121229171753,5.517769636753656e-07,0.4713487923145294,0.5678268671035767,-0.037712257355451584,0.4047030210494995,0.4981731176376343,-0.05905749648809433,0.3561941385269165,0.43368837237358093,-0.07692403346300125,0.31827837228775024,0.3786364495754242,-0.09406985342502594,0.4627770185470581,0.34130367636680603,-0.03504139184951782,0.43463951349258423,0.23359379172325134,-0.06095967814326286,0.41657039523124695,0.16611938178539276,-0.08180738985538483,0.40434035658836365,0.10753877460956573,-0.09704099595546722,0.5132743716239929,0.32425379753112793,-0.03722783550620079,0.5096741914749146,0.193834125995636,-0.058314550668001175,0.5062795877456665,0.11098065972328186,-0.07571721076965332,0.5037686824798584,0.0432915985584259,-0.08869664371013641,0.5602753162384033,0.3325284719467163,-0.04478558525443077,0.5672287940979004,0.21271762251853943,-0.06861612945795059,0.5685600638389587,0.13721053302288055,-0.08328329771757126,0.5676161646842957,0.07110819220542908,-0.09342709183692932,0.6053217053413391,0.3596860468387604,-0.05577363446354866,0.6299833059310913,0.27041536569595337,-0.07725375890731812,0.6453741788864136,0.2113402634859085,-0.08545571565628052,0.6563201546669006,0.15688841044902802,-0.09068362414836884
0,0.5629559755325317,0.5694777965545654,4.993082143300853e-07,0.4930812120437622,0.5453503131866455,-0.0327121838927269,0.4253648519515991,0.4810298681259155,-0.04989372566342354,0.38004204630851746,0.4183245003223419,-0.06406243145465851,0.3469555974006653,0.37150582671165466,-0.07787983864545822,0.4803045690059662,0.3356221318244934,-0.03280764818191528,0.45260265469551086,0.2352590411901474,-0.05477896332740784,0.4373782277107239,0.17355749011039734,-0.07210113108158112,0.4267730116844177,0.1187630146741867,-0.08510351181030273,0.5261983871459961,0.3170417547225952,-0.03491484373807907,0.5223197340965271,0.19412465393543243,-0.05271599814295769,0.5187625288963318,0.11920559406280518,-0.06685933470726013,0.516004741191864,0.057537227869033813,-0.07751047611236572,0.5693838596343994,0.322261780500412,-0.04158736765384674,0.5758417844772339,0.2120010405778885,-0.06217839941382408,0.5769047141075134,0.14074064791202545,-0.07604339718818665,0.5762004852294922,0.07971358299255371,-0.08573345839977264,0.6108881235122681,0.34536221623420715,-0.05129116773605347,0.6340646743774414,0.2627635598182678,-0.07088913023471832,0.6482153534889221,0.20652395486831665,-0.07939885556697845,0.6580135822296143,0.15541553497314453,-0.08495856076478958
0,0.49856534600257874,0.5958430171012878,4.1387946225768246e-07,0.440896213054657,0.5669572353363037,-0.025266464799642563,0.3893057703971863,0.5109443068504333,-0.03952880576252937,0.3513857424259186,0.46198320388793945,-0.05208916962146759,0.3184567391872406,0.42712298035621643,-0.06436309218406677,0.43460866808891296,0.3890758156776428,-0.019968437030911446,0.41178619861602783,0.30629903078079224,-0.0371604822576046,0.39967820048332214,0.2552228569984436,-0.051595643162727356,0.3930315375328064,0.2113189846277237,-0.062485139816999435,0.4730505645275116,0.37574923038482666,-0.023110171779990196,0.47055134177207947,0.2765483856201172,-0.03728138282895088,0.4682086706161499,0.2160518318414688,-0.04985019192099571,0.4668673872947693,0.16685470938682556,-0.05939783528447151,0.5092113018035889,0.3822377622127533,-0.030382312834262848,0.5173893570899963,0.2902842164039612,-0.047749392688274384,0.5190935730934143,0.2328094244003296,-0.05944613367319107,0.5186871290206909,0.18328389525413513,-0.06768742203712463,0.5434365272521973,0.40401485562324524,-0.040013328194618225,0.5646435022354126,0.3363932967185974,-0.05572162941098213,0.5766882300376892,0.2909388244152069,-0.0620759092271328,0.5844798684120178,0.24885304272174835,-0.06639621406793594
0,0.49199965596199036,0.6003339886665344,4.2272603195669944e-07,0.434073269367218,0.5723406672477722,-0.026795141398906708,0.3826309144496918,0.5149427056312561,-0.041502922773361206,0.3456558287143707,0.4642275273799896,-0.05425034090876579,0.31416386365890503,0.4260141849517822,-0.0665946900844574,0.42793887853622437,0.3907104730606079,-0.021404476836323738,0.4035530686378479,0.30748236179351807,-0.03890744224190712,0.39056989550590515,0.2563340663909912,-0.05337027087807655,0.3835793137550354,0.21213428676128387,-0.06422891467809677,0.4653337001800537,0.3776567578315735,-0.023795215412974358,0.4634166955947876,0.2772079110145569,-0.038092657923698425,0.4615757167339325,0.21699625253677368,-0.05023545026779175,0.4615984857082367,0.1678106039762497,-0.0592329241335392,0.5005560517311096,0.38481074571609497,-0.030486619099974632,0.5092916488647461,0.2903784215450287,-0.04780733212828636,0.5115744471549988,0.23234881460666656,-0.05897512659430504,0.512454092502594,0.18188269436359406,-0.06676635146141052,0.5343209505081177,0.4075620770454407,-0.039721835404634476,0.555014431476593,0.3385887145996094,-0.05574300140142441,0.5666379928588867,0.29231297969818115,-0.061955615878105164,0.5742101669311523,0.24934561550617218,-0.06597942858934402
0,0.4965474605560303,0.5978737473487854,4.0410338897345355e-07,0.4384501278400421,0.5690398216247559,-0.025847112759947777,0.3914177417755127,0.5054942965507507,-0.03981156647205353,0.358562707901001,0.4475253224372864,-0.05216674506664276,0.32456541061401367,0.4089939594268799,-0.06464239954948425,0.43574199080467224,0.39097410440444946,-0.02126530557870865,0.41187459230422974,0.30786290764808655,-0.04000947251915932,0.3983153998851776,0.2543019652366638,-0.05543006584048271,0.3905394673347473,0.2068660706281662,-0.06704431027173996,0.4727458953857422,0.3785410523414612,-0.024763697758316994,0.47227585315704346,0.27671730518341064,-0.04019668325781822,0.4705321192741394,0.21299606561660767,-0.053478509187698364,0.4695362150669098,0.16028068959712982,-0.06340575218200684,0.5070356726646423,0.3862987458705902,-0.03235474228858948,0.5166752934455872,0.29242217540740967,-0.05030254274606705,0.5193005204200745,0.2329610139131546,-0.06177043542265892,0.5192360877990723,0.18053410947322845,-0.06982031464576721,0.5387579798698425,0.4089576005935669,-0.04244925081729889,0.5588135123252869,0.3389973044395447,-0.058459579944610596,0.5705156922340393,0.2919270992279053,-0.0644763857126236,0.5779472589492798,0.24837911128997803,-0.06858894228935242
0,0.4999348819255829,0.5963926315307617,3.9161957943179004e-07,0.4440997540950775,0.5637768507003784,-0.021694675087928772,0.3992205858230591,0.5035285353660583,-0.03481757268309593,0.3690131902694702,0.4507799744606018,-0.04743978753685951,0.34000879526138306,0.40971288084983826,-0.06026459112763405,0.44145721197128296,0.3892904222011566,-0.016625111922621727,0.42096972465515137,0.3097769618034363,-0.03573925793170929,0.4087223410606384,0.25695279240608215,-0.051830217242240906,0.4018496572971344,0.21005386114120483,-0.06383152306079865,0.47548708319664,0.37714579701423645,-0.02268459089100361,0.47626355290412903,0.27846404910087585,-0.038945522159338,0.47419172525405884,0.21528767049312592,-0.05307109281420708,0.47269827127456665,0.16196288168430328,-0.06339438259601593,0.5068389773368835,0.3853265345096588,-0.03260188177227974,0.5171193480491638,0.29089778661727905,-0.050605762749910355,0.5195947885513306,0.23138965666294098,-0.06191496178507805,0.5195717811584473,0.17821475863456726,-0.06984197348356247,0.5351378321647644,0.4097827672958374,-0.044785276055336,0.5546059012413025,0.3414161801338196,-0.06060329079627991,0.5650577545166016,0.2931763529777527,-0.06635448336601257,0.5718166828155518,0.24809175729751587,-0.07022345811128616
0,0.5053736567497253,0.595341145992279,3.968593773606699e-07,0.4499282240867615,0.5623174905776978,-0.021610138937830925,0.40578922629356384,0.5018190741539001,-0.034697890281677246,0.37624451518058777,0.4494127929210663,-0.04731839895248413,0.34676772356033325,0.41022923588752747,-0.060081347823143005,0.44726425409317017,0.38690319657325745,-0.016310978680849075,0.42640382051467896,0.30598747730255127,-0.03504600375890732,0.41404667496681213,0.2535853683948517,-0.05094923451542854,0.4069043695926666,0.20669053494930267,-0.06288255006074905,0.4811905324459076,0.3750362992286682,-0.02230486273765564,0.4821576178073883,0.27616170048713684,-0.03778867423534393,0.48062393069267273,0.21328279376029968,-0.05145991966128349,0.47983503341674805,0.16032816469669342,-0.0616338811814785,0.5121579170227051,0.3832487165927887,-0.03217954561114311,0.5220494270324707,0.2889515459537506,-0.04913187026977539,0.5244830250740051,0.23000703752040863,-0.05998484045267105,0.5248303413391113,0.17753419280052185,-0.06792508065700531,0.5399807691574097,0.40772101283073425,-0.044440966099500656,0.5591052770614624,0.34083977341651917,-0.05950286611914635,0.5694383978843689,0.2932294011116028,-0.06509357690811157,0.576191782951355,0.24871207773685455,-0.06905271112918854
0,0.516755998134613,0.5944006443023682,4.0687265823180496e-07,0.4602106213569641,0.5656450986862183,-0.023172320798039436,0.41363537311553955,0.5017906427383423,-0.03714792802929878,0.3820168375968933,0.4452686011791229,-0.049843546003103256,0.3478925824165344,0.4098089039325714,-0.0631466880440712,0.45492151379585266,0.3876098692417145,-0.024013297632336617,0.4341449737548828,0.30214738845825195,-0.04410063475370407,0.4221826195716858,0.24965974688529968,-0.060414496809244156,0.4139086604118347,0.20286191999912262,-0.07239066809415817,0.49293065071105957,0.37772029638290405,-0.029302077367901802,0.4938674569129944,0.2742546796798706,-0.04600846767425537,0.4925394058227539,0.21006302535533905,-0.06051856279373169,0.4907783269882202,0.15678411722183228,-0.0712273120880127,0.5281280279159546,0.3870861530303955,-0.0379423163831234,0.5374831557273865,0.2917758524417877,-0.055815063416957855,0.5404482483863831,0.2310251146554947,-0.06752850860357285,0.5407445430755615,0.1772146224975586,-0.07595902681350708,0.560438871383667,0.4111706018447876,-0.04874466732144356,0.5801603198051453,0.34053927659988403,-0.06420857459306717,0.5915756821632385,0.2930372953414917,-0.06958238035440445,0.5990367531776428,0.24904505908489227,-0.0732865110039711
0,0.5329791903495789,0.5941039323806763,4.207995516480878e-07,0.47292983531951904,0.5668622851371765,-0.02503523975610733,0.42255738377571106,0.5068650245666504,-0.03950047120451927,0.38858816027641296,0.4519129991531372,-0.0524614080786705,0.35312873125076294,0.4178932011127472,-0.06570611894130707,0.4664241373538971,0.3861876130104065,-0.023226838558912277,0.4423944354057312,0.30285632610321045,-0.04285411536693573,0.4287550747394562,0.2507483959197998,-0.05938318744301796,0.41925501823425293,0.20371803641319275,-0.07186515629291534,0.5050157308578491,0.3725162148475647,-0.027599135413765907,0.5040895938873291,0.27010709047317505,-0.04357663914561272,0.5028813481330872,0.20678195357322693,-0.05749915540218353,0.5018139481544495,0.15457507967948914,-0.06811004877090454,0.5408826470375061,0.3792608976364136,-0.03580116108059883,0.5489750504493713,0.2845119833946228,-0.05373815447092056,0.5515040159225464,0.22584600746631622,-0.0651150718331337,0.551672101020813,0.17494583129882812,-0.07335088402032852,0.5745375752449036,0.4017690122127533,-0.04650143161416054,0.5956330299377441,0.33238786458969116,-0.062334638088941574,0.6080642342567444,0.2855339050292969,-0.06803593039512634,0.6163741946220398,0.24247124791145325,-0.07200607657432556
0,0.5411402583122253,0.5957316160202026,4.436884637470939e-07,0.48038506507873535,0.5697695016860962,-0.026953846216201782,0.4286791980266571,0.5105499029159546,-0.04257576912641525,0.3921157717704773,0.45564237236976624,-0.056307774037122726,0.3535400927066803,0.4234296977519989,-0.07036004215478897,0.47218212485313416,0.3888411223888397,-0.026209156960248947,0.44814395904541016,0.30390840768814087,-0.04666510224342346,0.43429291248321533,0.250760555267334,-0.06353680789470673,0.42462092638015747,0.2028234601020813,-0.07620129734277725,0.5115807056427002,0.3748706877231598,-0.02974746562540531,0.5110718607902527,0.27163422107696533,-0.046596460044384,0.5096597075462341,0.20750807225704193,-0.060839809477329254,0.5081693530082703,0.15466547012329102,-0.07164402306079865,0.5482879877090454,0.3810877501964569,-0.03716288134455681,0.5562050342559814,0.28619319200515747,-0.056136466562747955,0.5586209297180176,0.22703863680362701,-0.06790199875831604,0.5585471391677856,0.17576687037944794,-0.0762234553694725,0.5828086733818054,0.4027611017227173,-0.047135546803474426,0.6041332483291626,0.33299654722213745,-0.06366652250289917,0.6167566180229187,0.28643539547920227,-0.06967140734195709,0.6253469586372375,0.24376417696475983,-0.0737650915980339
